p;r;trace;Ms;Mt;base_cycle
30930026396967189491;4;221729;7732506599241797373;1;[[[0,0],[21401359846580060672,13598668331899247285],[None,None],[29422484174111823033,24024635522774785803],[None,None]],[[6233979200798725891,26246002733234302882],[3227856455413052152,29431795510966791555],[None,None],[2920212211679717001,19458832773118214619],[None,None]],[[29920057824821183001,11002290025703895087],[9656402068668991436,5531061661563846335],[None,None],[29293318259717730053,26335740614631324703],[None,None]],[[3193416001349510016,24910053146475190774],[1069297465440526771,21336847263562840228],[None,None],[12260412832515873363,25145529616220739730],[None,None]]]
